sentence	abuse	hate	clean	blame	anger	frustration	praise	order
내가 해봐	0	0	0	0	0	0	0	1
내가 해야 돼 또	0	0	0	0	0	0	0	1
내가 해줄게 해줄게	0	0	0	0	0	0	0	1
내가 했다	0	0	0	0	0	0	0	1
내가 했잖아	0	0	0	0	0	0	0	1
내가 희생할게 얘들아	0	0	0	0	0	0	0	1
내거 내가 웃 dump 야학 야 빨리 수러 가	0	0	0	0	0	0	0	1
내꺼에 내 블럭보다 콩콩 블럭이 더 많은 거 보이냐	0	0	1	0	0	0	0	0
내년에 끝난다	0	0	1	0	0	0	0	0
내려 내려 난 남들 것도 다 할래	0	0	1	0	0	0	0	0
내려 내려 내려 됐어	0	0	1	0	0	0	0	0
내려 이제 야 큰 배를 타자 우리가 다 왔어	0	0	0	0	0	0	0	1
내려가 내려가	0	0	0	0	0	0	0	1
내려가 봐	0	0	0	0	0	0	0	1
내려가고 그렇지 그렇지 미쳤다 이제 미쳤다 미쳤다 자기 것만 봐 자기 것만 미쳤잖아	1	0	0	0	0	0	0	0
내려가는 거야	0	0	0	0	0	0	0	1
내려가는 거인데 아 이거 한 번에 들어가도 되는데 도파리들이 미친데	0	0	0	0	0	0	0	1
내려가는데 왜 그러세요	0	0	0	1	0	0	0	0
내려가라고	0	0	0	0	0	0	0	1
내려가면 내려가면 가자	0	0	0	0	0	0	0	1
내려가야 돼 다 내려가야 돼	0	0	0	0	0	0	0	1
내려가야 될 거 같은데	0	0	0	0	0	0	0	1
내려갈 때도 뒤로 이렇게 내려갈 수 있나	0	0	1	0	0	0	0	0
내려갈게 내려갈게	0	0	1	0	0	0	0	0
내려갈게 비켜줘	0	0	0	0	0	0	0	1
내려갑니다	0	0	1	0	0	0	0	0
내려갑시다	0	0	0	0	0	0	0	1
내려놓을게 내려놓을것이 밀리지않아 밀리지않아 어떡해	0	0	0	0	0	1	0	0
내려놔야 돼	0	0	1	0	0	0	0	0
내려야 돼	0	0	1	0	0	0	0	0
내려오고 1번은 내려오고 7번 가시고 7번 살짝 오른쪽 8번이 내려야해 제가 올라감	0	0	0	0	0	0	0	1
내려오세요	0	0	0	0	0	0	0	1
내려와 내려 내려	0	0	0	0	0	0	0	1
내려와 내려와	0	0	0	0	0	0	0	1
내려와 내려와 내려와	0	0	0	0	0	0	0	1
내려와서 나 밑으로 아니 여기서 내려와서 그렇지	0	0	0	0	0	0	1	0
내려와야 돼요	0	0	0	0	0	0	0	1
내리는 거 추천	0	0	1	0	0	0	0	0
내리려고 본다	0	0	1	0	0	0	0	0
내리시겠습니까	0	0	1	0	0	0	0	0
내리실까요	0	0	1	0	0	0	0	0
내리야 오케이 오케이 이야	0	0	0	0	0	0	1	0
내만들어봐 내만들어봐	0	0	0	0	0	0	0	1
내일 휴방	0	0	0	0	0	1	0	0
내일 휴방이야	0	0	0	0	0	1	0	0
내주면 와 뭐든가 템포인가 바람쇠기 이기면 안 돼	0	0	0	0	0	1	0	0
냄비 화이팅	0	0	0	0	0	0	1	0
냉동 상어 만들어 내가 원펀치 노릴게	0	0	0	0	0	0	0	1
냉장고 좋아	0	0	0	0	0	0	1	0
냉장고인 거 아니야	0	0	1	0	0	0	0	0
너 044 어우 통쾌해	0	0	0	0	0	0	0	1
너 1등 하면 형 10만 원 받을 수 있다	0	0	1	0	0	0	0	0
너 3층 콩콩 4층 후추 가 빨리 후추 2층에 있으면 안돼	0	0	0	0	0	1	0	0
너 4대4 한번 해볼까요	0	0	0	0	0	0	0	1
너 가 죽는 거 가 너 가야 돼	0	0	0	0	0	0	0	1
너 가라고 회색 가 이고 그래	0	0	0	0	0	0	1	0
너 가만있어 내가 한다	0	0	0	0	0	0	0	1
너 가서 먹고 와	0	0	0	0	0	0	0	1
너 가지고 가	0	0	0	0	0	0	0	1
너 거기서 살아야 돼	0	0	1	0	0	0	0	0
너 골키퍼 해 [유저] [유저] 언니 골 [유저] 연호순 골 우리팀이었어	0	0	0	0	0	0	0	1
너 공 하나 도깨야	0	0	1	0	0	0	0	0
너 그냥 거기 매달려서 와	0	0	0	0	0	0	0	1
너 그렇게 막 떨려다니고	0	0	1	0	0	0	0	0
너 나 궁금하다	0	0	1	0	0	0	0	0
너 나와 어떻게 지나갈래	0	0	0	0	0	1	0	0
너 나왔니 말까	0	0	1	0	0	0	0	0
너 내 자리에서 꺾어	0	0	1	0	0	0	0	0
너 내가 크게 챙겨준다	0	0	0	0	0	0	0	1
너 내려와	0	0	0	0	0	0	0	1
너 너 너 안 쏴	0	0	1	0	0	0	0	0
너 누가 나 밀었네 파이팅 이거 누나가 누나가 내가 내가 내가 뭐하냐고 됐다	0	0	0	1	0	0	0	0
너 누구니	0	0	1	0	0	0	0	0
너 누구야	0	0	1	0	0	0	0	0
너 누구야 너 누구야	0	0	1	0	0	0	0	0
너 누군지 모르겠지만 가만히 좀 있어 야 그만	0	0	0	0	0	1	0	0
너 누나 가져	0	0	0	0	0	0	0	1
너 눈 뚜껑을 안 떠	0	0	1	0	0	0	0	0
너 눈이요	0	0	1	0	0	0	0	0
너 다시 전화 받아	0	0	1	0	0	0	0	0
너 다주 버려 빨리 발판하라고 야 [유저] [유저] 가 내가 올라가야 된다 이거지	0	0	0	0	0	0	0	1
너 닭 좋아하잖아 치킨 좋아하잖아	0	0	0	0	0	0	1	0
너 뒤져라	1	0	0	0	0	0	0	0
너 들어오기만 해 들어오기만 그렇지	0	0	0	0	0	0	1	0
너 딱 하나야	0	0	1	0	0	0	0	0
너 때문에 너 때문에 넣은 룰이야	0	0	0	1	0	0	0	0
너 뛰어서 건너가 봐	0	0	0	0	0	0	0	1
너 맵 알고있지	0	0	1	0	0	0	0	0
너 맵 알았지	0	0	1	0	0	0	0	0
너 먼저 가	0	0	0	0	0	0	0	1
너 먼저 가 이새끼야 너 먼저 가 이새끼야 가	1	0	0	0	0	0	0	0
너 몇 살이야	0	0	1	0	0	0	0	0
너 목소리가 들리는데 어떻게 괴물이냐고 말할 수가 있어	0	0	0	0	0	1	0	0
너 못 넘어오지않아 여기	0	0	1	0	0	0	0	0
너 뭐 눌렀는데	0	0	1	0	0	0	0	0
너 뭐 요가 배우니	0	0	0	0	0	0	0	1
너 뭐 했냐 너 지금	0	0	1	0	0	0	0	0
너 뭐하냐	0	0	0	1	0	0	0	0
너 뭔데 너 뭔데 나 지켜줘 야 야 대질러 빨리 빨리 아아아아아아아아 아아아아 올라가 올라가 내려가 내려가 아아 아 올라가 아 우리 2대9이야	0	0	0	0	1	0	0	0
너 밀라고 너부리 미친놈아	1	0	0	0	0	0	0	0
너 박자야	0	0	1	0	0	0	0	0
너 빨리 와 있어야 되는데 인원이 많지않아 우리 2등 맞으니까 그렇게 2등만 사자 이야	0	0	0	0	0	0	0	1
너 사과 진짜	0	0	1	0	0	0	0	0
너 새끼야 너	1	0	0	0	0	0	0	0
너 신고 가능해	0	0	0	0	0	0	0	1
너 쏴야 계속 쏴	0	0	1	0	0	0	0	0
너 아까 나 잡았지	0	0	1	0	0	0	0	0
너 아몬드가 먹었어	0	0	0	0	0	0	0	1
너 아유 그 아 좀 나와	0	0	0	0	0	0	0	1
너 아주 좋은 버스를 탄 거야	0	0	1	0	0	0	0	0
너 어 송구야	0	0	1	0	0	0	0	0
너 어디서 왔어	0	0	1	0	0	0	0	0
너 어떡해	0	0	0	0	0	1	0	0
너 어떻게 그런 쪽으로만 머리가 도냐 진짜로	0	0	0	0	1	0	0	0
너 업어줄 사람 나 좀 업어줘 볼롱 삐롱 적당히 업히다가 내려야겠다	0	0	0	0	0	0	0	1
너 여기 가만히 있어	0	0	0	0	0	0	0	1
너 여기 서있다가 점프가 되면 일로 뛰기만 해 내껀 내가 알아서 할게	0	0	0	0	0	0	0	1
너 여기지 여기서 떨어져라	0	0	1	0	0	0	0	0
너 오는 길 다 부셔	0	0	1	0	0	0	0	0
너 올라와 일단 잠깐 잠깐 네가 해 믿을 수가 없어	0	0	0	1	0	0	0	0
너 왼손이니 혹시	0	0	1	0	0	0	0	0
너 욕 박는다	0	0	1	0	0	0	0	0
너 운전자인 줄 알았는데	0	0	1	0	0	0	0	0
너 위로 갔어	0	0	1	0	0	0	0	0
너 이 [유저] 보라고하신 [유저] 이야	0	0	1	0	0	0	0	0
너 이 새끼 조는 거 아니야 회색	1	0	0	0	0	0	0	0
너 이거 너 장담할 수 있지 않았어	0	0	1	0	0	0	0	0
너 이거 한번 타봐 회색아 너 이거 한번 타봐 더 가 더 가 그냥 가 그냥 가봐	0	0	0	0	0	0	0	1
너 이리와	0	0	0	0	0	0	0	1
너 이번에는 잘해야 돼	0	0	0	0	0	0	1	0
너 일로 나와	0	0	0	0	0	0	0	1
너 장담할 수 있지 않았어	0	0	1	0	0	0	0	0
너 주인공 병 있지	0	0	1	0	0	0	0	0
너 죽일 거야	0	0	1	0	0	0	0	0
너 짐승인 거 뭐야	0	0	0	0	1	0	0	0
너 처음 봤어	0	0	1	0	0	0	0	0
너 천천히 해	0	0	0	0	0	0	0	1
너 총 잘 쏜다	0	0	1	0	0	0	0	0
너 태우고 간다 가만있어	0	0	0	0	0	0	0	1
너 피코파카 안해봤니	0	0	0	0	0	0	0	1
너 할 수 있겠어	0	0	1	0	0	0	0	0
너 혼자 어	0	0	1	0	0	0	0	0
너 혼자해	0	0	0	0	0	0	0	1
너 확실하구나	0	0	1	0	0	0	0	0
너구리 뭐야 너	0	0	0	0	1	0	0	0
너구리야 제발	0	0	1	0	0	0	0	0
너까지 떨어지면 어떡해	0	0	0	0	0	1	0	0
너네 그 서버가 없어	0	0	0	0	0	0	0	1
너네 안 떨어질 수 있냐	0	0	1	0	0	0	0	0
너네 올라갈 수 있을 거 같아	0	0	1	0	0	0	0	0
너네 올라갈 수 있을 것 같아	0	0	1	0	0	0	0	0
너네 움직이지 마	0	0	1	0	0	0	0	0
너네가 빨리 빨리 내려	0	0	0	0	0	0	0	1
너네들 너무 살벌한데	0	0	1	0	0	0	0	0
너는 가지 마	0	0	0	0	0	0	0	1
너는 거짓말 1점 2점 당신이 정답이죠	0	0	1	0	0	0	0	0
너는 계속 밟아주고 있어야 돼	0	0	1	0	0	0	0	0
너는 너무 지금 바틀빨랐다	0	0	1	0	0	0	0	0
너는 보이라고했다	0	0	1	0	0	0	0	0
너는 아 나 나 나 아 진짜 아 진짜 아니야 아니야 차 봐 차 봐	0	0	0	0	1	0	0	0
너는 우리가 다 한 다음에 가	0	0	0	0	0	0	0	1
너도 그랬구나	0	0	1	0	0	0	0	0
너도 밀지마 밀지마	0	0	1	0	0	0	0	0
너도 점프 좀 해봐라고	0	0	0	0	0	0	0	1
너도 죽어	1	0	0	0	0	0	0	0
너도 해 따라해	0	0	0	0	0	0	0	1
너도 해봐	0	0	0	0	0	0	0	1
너랑 5번이 봐줘야지	0	0	0	0	0	0	0	1
너만 움직일 수 있나 보다	0	0	1	0	0	0	0	0
너만 움직일 수 있는 것 같아	0	0	1	0	0	0	0	0
너무 궁금한데 하지마라 하지마라 저거 죽는거 같애	0	0	1	0	0	0	0	0
너무 급해	0	0	0	0	0	0	0	1
너무 급해요	0	0	0	0	0	0	0	1
너무 꼬였어	0	0	1	0	0	0	0	0
너무 끔찍했던거 뭐야	0	0	0	0	1	0	0	0
너무 낫다	0	0	1	0	0	0	0	0
너무 느려 56번 짧았다	0	0	1	0	0	0	0	0
너무 딜했으면 죽네 이거 잘쓰자	0	0	1	0	0	0	0	0
너무 딱 안맞아도 돼	0	0	0	0	0	0	1	0
너무 많이 갔다	0	0	1	0	0	0	0	0
너무 많이 밀어놓으면 나중에 밀리니까	0	0	0	0	0	0	0	1
너무 많이 밀지마	0	0	1	0	0	0	0	0
너무 많이 했나	0	0	1	0	0	0	0	0
너무 멀리 가면 죽나봐	0	0	0	0	0	0	0	1
너무 못하니까 약간 못눌리겠다	0	0	1	0	0	0	0	0
너무 못했어	0	0	1	0	0	0	0	0
너무 무겁다	0	0	1	0	0	0	0	0
너무 무서워	0	0	1	0	0	0	0	0
너무 무서워요	0	0	1	0	0	0	0	0
너무 무서웠어	0	0	1	0	0	0	0	0
너무 무슨	0	0	1	0	0	0	0	0
너무 미시는 거 아니에요	0	0	1	0	0	0	0	0
너무 보고하면 늦어 보고하면 늦어	0	0	1	0	0	0	0	0
너무 붙지 마	0	0	1	0	0	0	0	0
너무 빨라	0	0	1	0	0	0	0	0
너무 빨리 가면 안 된다	0	0	0	0	0	0	0	1
너무 빨리 갔어	0	0	0	0	0	0	0	1
너무 빨리 안돼	0	0	0	0	0	1	0	0
너무 빨리 안돼 그만 그만 그만 보라고하야 보라야 보라야 빨리 와 비켜 [유저] 야 비켜 [유저] 올라가 이제 [유저] 올라가 [유저] 올라가 공열이가 공열이가 공열이가 먹어 잠시만 잠시만 아 꼈어	0	0	0	0	0	1	0	0
너무 빨리 쳤어	0	0	0	0	0	0	0	1
너무 뻔해	0	0	0	0	0	0	0	1
너무 쉬운데	0	0	1	0	0	0	0	0
너무 쉽다	0	0	1	0	0	0	0	0
너무 쉽잖아	0	0	1	0	0	0	0	0
너무 쉽지않아 개쉽네	0	0	1	0	0	0	0	0
너무 스테미나도 빨리 따는 거 같아요	0	0	0	0	0	0	0	1
너무 신중하지않아	0	0	1	0	0	0	0	0
너무 심해 양틴 공 주지마	0	0	0	0	0	0	0	1
너무 안 하긴 했어	0	0	1	0	0	0	0	0
너무 어두운데	0	0	1	0	0	0	0	0
너무 어려운데	0	0	1	0	0	0	0	0
너무 어려워	0	0	1	0	0	0	0	0
너무 엄청나지	0	0	1	0	0	0	0	0
너무 열이 받아서 그만	0	0	0	0	0	1	0	0
너무 왼쪽에선 덥다	0	0	1	0	0	0	0	0
너무 웃겨	0	0	1	0	0	0	0	0
너무 웃기네 못해본 게임도 있긴 한 것 같은데 이거 축구 재밌을터인데 축구는 언젠가 다음에 반응이 좋으면 축구 다음 영상에서 만나요	0	0	0	1	0	0	0	0
너무 익숙하지 해	0	0	0	0	0	0	0	1
너무 잘 불렀나	0	0	1	0	0	0	0	0
너무 잘됐잖아	0	0	1	0	0	0	0	0
너무 잘하고 너무 잘하잖아	0	0	1	0	0	0	0	0
너무 잘한다	0	0	0	0	0	0	1	0
너무 잘해	0	0	0	0	0	0	1	0
너무 잘해 천천히 가 한 분에게만 얘기해야지	0	0	0	0	0	0	1	0
너무 잘했다고	0	0	0	0	0	0	1	0
너무 잡힌다 자리가 없어 자리가 없어 나 비킬래 나 비킬래 나 갈래 나 갈래 나와 나와 나와 끌어주면 돼 [유저] 혹시 이거 놔줄 수 있어	0	0	0	0	0	0	0	1
너무 재밌다	0	0	1	0	0	0	0	0
너무 조심성 없어	0	0	0	0	0	0	0	1
너무 졸려	0	0	1	0	0	0	0	0
너무 졸려요	0	0	1	0	0	0	0	0
너무 좋고 재밌다	0	0	1	0	0	0	0	0
너무 좋다	0	0	0	0	0	0	1	0
너무 좋습니다	0	0	1	0	0	0	0	0
너무 좋아	0	0	0	0	0	0	1	0
너무 좋아요	0	0	0	0	0	0	1	0
너무 좋았어요	0	0	0	0	0	0	1	0
너무 집중하셨네	0	0	1	0	0	0	0	0
너무 집중하지는 거 아니에요	0	0	1	0	0	0	0	0
너무 짧은데	0	0	1	0	0	0	0	0
너무 쪼금이라	0	0	1	0	0	0	0	0
너무 피곤해	0	0	0	0	0	1	0	0
너무 하죠	0	0	1	0	0	0	0	0
너무 해보고 싶었어	0	0	0	0	0	0	0	1
너무 행복하다 통나무를 여기다 올려버려 그렇지 그렇지 하나 더 쏴야 될 거 같은데	0	0	0	0	0	0	1	0
너무 화가 나	0	0	0	0	0	0	0	1
너무 화가 나잖아요	0	0	0	0	0	0	0	1
너보단 좋아 수트야	0	0	0	0	0	0	1	0
너부라 올라가	0	0	0	0	0	0	0	1
너블이 너는 학습 능력이 없냐	0	0	1	0	0	0	0	0
너블이가 움직여	0	0	0	0	0	0	0	1
너야 7번 7번 고고 고고 1번 1번 오케이 이즈이 1번 왜 안움직여 먹어요	0	0	0	0	0	0	1	0
너와 같이	0	0	0	0	0	0	0	1
너저라 진짜 야 저거 공감성 신경을 내가 아니래	0	0	0	0	0	0	0	1
너희 거기 맞아	0	0	0	0	0	0	1	0
너희 둘이 잘해야 돼	0	0	0	0	0	0	1	0
너희 쭉쭉 가	0	0	0	0	0	0	0	1
너희들 그림자로 봐 태양아 태양아 그림자를 보면서 움직여 그림자 보면은 공이 날아오는 거지	0	0	0	0	1	0	0	0
너희들 맨날 올리는 거 알지	0	0	1	0	0	0	0	0
너희들이 선택한 피쿠파크다	0	0	1	0	0	0	0	0
너희들이 엄청난 팀웍을 발휘해서	0	0	0	0	0	0	0	1
넌 3층이잖아	0	0	1	0	0	0	0	0
넌 내꺼야	0	0	1	0	0	0	0	0
넌 누구지	0	0	1	0	0	0	0	0
넌 다 하고 싶어 하지않아 욕심쟁이야	0	0	1	0	0	0	0	0
넌 무조건 안 내려	0	0	1	0	0	0	0	0
넌 사람 아니잖아	0	0	1	0	0	0	0	0
넌 올라오고	0	0	1	0	0	0	0	0
넌 원래 까불이잖아	0	0	1	0	0	0	0	0
넌 정답을 보게 될 거야	0	0	1	0	0	0	0	0
넌 죽었잖아	0	0	0	0	0	1	0	0
널 없애버리겠어	0	0	1	0	0	0	0	0
넘겨 넘겨 버려 버려	0	0	1	0	0	0	0	0
넘겨 넘겨 빨리 넘겨	0	0	0	0	0	0	0	1
넘겨 넘겨 연호대가리 그렇지	0	0	0	0	0	0	1	0
넘겨 왜 안가	0	0	0	0	0	0	0	1
넘겨 일단 넘겨	0	0	1	0	0	0	0	0
넘어가 계속	0	0	0	0	0	0	0	1
넘어가 그냥 맞으면서 넘어가	0	0	0	0	0	0	0	1
넘어가 넘어가 뒤로 넘어가야 돼	0	0	0	0	0	0	0	1
넘어가 넘어가고 한 명이 밀어놔 어이 시발 열쇠가 어디있어	1	0	0	0	0	0	0	0
넘어가고 거의 좀 끝자락 직전에 너무 끝자락은 말고 거기서 멈출게	0	0	0	0	0	0	0	1
넘어가도 돼	0	0	0	0	0	0	0	1
넘어가라고 넘어가라고 움직여 이미 하바리아다 다 움직일것이 레전드 뒤로 넘어가라고 이렇게 아 오지 말라고 [유저] 가지마	0	0	0	0	0	0	0	1
넘어가면 되겠다	0	0	0	0	0	0	0	1
넘어가서 빨리 밟아줘야돼 버튼 밟아줘야돼 밟아줘야돼	0	0	0	0	0	0	0	1
넘어가시고 앞에서 2명 만들어주고 넘어가세요	0	0	0	0	0	0	0	1
넘어갈 때 머리 안 붙이겠어	0	0	1	0	0	0	0	0
넘어갈 수 있어요	0	0	1	0	0	0	0	0
넘어와 그냥 됐다	0	0	0	0	0	0	0	1
넘어와 우리가 다 일로 넘어와 아 잠깐 저거 저거 영채가 좀 더 밀었어야 되는 거 같은데 지금 아니 이걸 3번이 미셈	0	0	0	0	0	0	0	1
넣고 넣고 넣고	0	0	1	0	0	0	0	0
네 1단계 이어 됐다 아아아아 내 머리 밟지 마셈	0	0	0	0	1	0	0	0
네 1번 저 엑스틸 있나요	0	0	1	0	0	0	0	0
네 3번님 이거 이거 4번이 밀고요	0	0	1	0	0	0	0	0
네 MVP 되는지 볼것이 오케이 콩콩은 할 수 있을걸	0	0	0	0	0	0	1	0
네 [유저] 가 신규 테마가 나왔다고 해서 녹화를 켜봤습니다	0	0	0	0	0	0	0	1
네 거기까진 괜찮아요	0	0	1	0	0	0	0	0
네 고리를 통과하면 되나봐요	0	0	0	0	0	0	0	1
네 과연 좋을까요	0	0	1	0	0	0	0	0
네 괜찮습니다	0	0	1	0	0	0	0	0
네 그 옆엔 누구세요	0	0	1	0	0	0	0	0
네 끌게요	0	0	1	0	0	0	0	0
네 내가 지금 병원에다 전화했나요	0	0	0	0	0	0	0	1
네 네 네	0	0	1	0	0	0	0	0
네 누구시죠	0	0	1	0	0	0	0	0
네 됐어요	0	0	1	0	0	0	0	0
네 뒤로 가 놓고 걸어요	0	0	0	0	0	0	0	1
네 들려요	0	0	1	0	0	0	0	0
네 마음 내 마음 두구두구 눌렁눌렁 쿵쿵 독에 걸렸노 독에 걸렸노 아름다운 육하라 독에 걸렸노 속에 걸린 뭐	0	0	1	0	0	0	0	0
네 마이크 꺼주세요	0	0	1	0	0	0	0	0
네 말이에요	0	0	1	0	0	0	0	0
네 매우 그래서 나왔어요	0	0	0	0	0	0	1	0
네 몇 살	0	0	1	0	0	0	0	0
네 목소리도 들려요	0	0	1	0	0	0	0	0
네 밀어주세요	0	0	0	0	0	0	0	1
네 반갑습니다	0	0	1	0	0	0	0	0
네 반년만에 돌아와도 어김없이 1등하고 돌아온다는 말씀드리면서 업기 기능이 업데이트 됐으니까 여러분 친구들이나 연인과 함께 네	0	0	0	0	0	0	0	1
네 빌어봐요 빌어봐요	0	0	0	0	0	0	0	1
네 사과 따위	0	0	1	0	0	0	0	0
네 사료값을 어떻게 버는지 나한테 감사함을 느낄거야	0	0	0	0	0	1	0	0
네 수고하셨습니다	0	0	1	0	0	0	0	0
네 아 아니에요	0	0	1	0	0	0	0	0
네 아 좀 좁네 누구 때문에 몇 개 진짜로 근데 내 것이 좀 커 그래 제 큰 애 이자 정원이 네가 두 개 한 번 굴려볼래	0	0	0	0	1	0	0	0
네 아 화 안 났어요 왜요	0	0	1	0	0	0	0	0
네 아니 진짜 진짜 진짜 여자야	0	0	1	0	0	0	0	0
네 아니다	0	0	1	0	0	0	0	0
네 알겠습니다	0	0	1	0	0	0	0	0
네 여기 아래 있음	0	0	1	0	0	0	0	0
네 여기서 이 친구 잡아주면서 점프 이자 저 친구 죽었어요	0	0	0	0	0	1	0	0
네 예 알겠지	0	0	1	0	0	0	0	0
네 오늘 깔하고 가세요	0	0	0	0	0	0	0	1
네 오늘 이렇게 [유저] 협동게임 개나져버린 [유저] 해봤습니다	0	0	0	0	0	0	0	1
네 오케이 그거는 현황으로 다음 2부로 갈게요	0	0	0	0	0	0	1	0
네 우리 멤버가 굉장히 화려한데 그 전에 윤유님	0	0	0	0	0	0	0	1
네 우리 사실 오늘 게임이 굉장히 어렵다고 해서 하다가 저희 사이가 나빠질 것을 고려 잘하는 친구들로 모았습니다	0	0	0	0	0	0	0	1
네 이렇게 저희 6명이 모였습니다	0	0	1	0	0	0	0	0
네 이름을	0	0	1	0	0	0	0	0
네 이제 좀	0	0	1	0	0	0	0	0
네 인정합니다	0	0	1	0	0	0	0	0
네 자 1번에 1번에 자 2번에 갈까	0	0	1	0	0	0	0	0
네 자 누구시죠	0	0	1	0	0	0	0	0
네 자 밟고 한명씩 그 다음 주황색 내가 넘어가	0	0	0	0	0	0	0	1
네 자 방금 보셨죠	0	0	1	0	0	0	0	0
네 자 이것이 뭐야	0	0	0	0	1	0	0	0
네 자 이렇게 모였습니다	0	0	1	0	0	0	0	0
네 잘 빨게요	0	0	1	0	0	0	0	0
네 저 침추했어요 보냈어요	0	0	1	0	0	0	0	0
네 점심을 많이 먹었습니다	0	0	1	0	0	0	0	0
네 제가 제대로 알게요	0	0	0	0	0	0	0	1
네 좋아요	0	0	0	0	0	0	1	0
네 좋았습니다	0	0	1	0	0	0	0	0
네 총알을	0	0	1	0	0	0	0	0
네 총알을 막잖아	0	0	1	0	0	0	0	0
네 퀴즈 아 들어가세요	0	0	0	0	0	0	0	1
네 피곤하신 분들 고생하셨습니다	0	0	0	0	0	1	0	0
네 피곤하실 것 같으니까 출근해서 하는 거예요	0	0	0	0	0	1	0	0
네 하나 둘 셋 점프 살짝 앞으로 앞으로 앞으로 이거 살짝 가야돼	0	0	0	0	0	0	0	1
네 하하 선물방 이 새끼 이 새끼 또 나한테만 그러네	1	0	0	0	0	0	0	0
네 한 명씩만 가자고 아오니님부터 움직여	0	0	0	0	1	0	0	0
네 훔치기가 아니고요 아 님들 이거 왼쪽으로 가는것이 맞습니다	0	0	0	0	0	0	0	1
네가 D의 입장을 이제 알겠지	0	0	0	0	0	0	0	1
네가 갔다 와	0	0	0	0	0	0	0	1
네가 나무를 잘 타는구나	0	0	0	0	0	0	0	1
네가 더 와야 된다고	0	0	0	0	0	0	0	1
네가 뒤로 갔잖아	0	0	0	0	0	0	0	1
네가 든든할까	0	0	0	0	0	0	0	1
네가 막을 수 있고 싶다고 해서 할 수 있는 것이 아닌 것 같은데	0	0	0	0	0	0	0	1
네가 맨 앞에 있으려면 왜 못 쏴	0	0	0	0	0	0	0	1
네가 몇 줄 남았어	0	0	0	0	0	0	0	1
네가 빨고 있었어	0	0	0	0	0	0	0	1
네가 선장이야 끝	0	0	0	0	0	0	0	1
네가 안 사는 거였으면 참 쉬웠겠지	0	0	0	0	0	0	0	1
네가 올라가	0	0	0	0	0	0	0	1
네가 잘했어	0	0	0	0	0	0	1	0
네가 제일 XX했어	0	0	0	0	0	0	0	1
네가 키포인트에요	0	0	0	0	0	0	0	1
네가 할 말이 아니라니까	0	0	0	0	0	0	0	1
네가 해줘 나 자신이 없었어	0	0	0	1	0	0	0	0
네가 형한테 와가지고 [유저] 의 사람한테 욕했잖아	0	0	0	0	0	0	0	1
네게로 간다	0	0	1	0	0	0	0	0
네네 들려	0	0	1	0	0	0	0	0
네네 오오오오오오오 잠깐잠깐잠깐다리가 왜왜왜왜 이거잘뻔햇다 와 [유저] 다리였어	0	0	0	0	0	0	0	1
네네 좋습니다	0	0	1	0	0	0	0	0
네네 확인했구요	0	0	1	0	0	0	0	0
네네네네 여자 몇 살	0	0	1	0	0	0	0	0
네네네네 좀 더 올라오면 완벽하게 올라오면 여기까지 올라갈 수 있구나	0	0	1	0	0	0	0	0
네네네네네네	0	0	1	0	0	0	0	0
네넹톤 출격	0	0	1	0	0	0	0	0
네넹톤은 전대	0	0	1	0	0	0	0	0
네모 대가리 움직여	0	0	0	0	0	0	0	1
네모 어디 있는지 기억하는 사람	0	0	1	0	0	0	0	0
네모 어디 있었어 네모	0	0	1	0	0	0	0	0
네모난 셔츠에 네모난 잠깐만 빼	0	0	0	0	0	0	0	1
네모는 어디 있어	0	0	1	0	0	0	0	0
네모만 움직이자	0	0	1	0	0	0	0	0
네모있는 부분에서 직진만 하면 돼요	0	0	1	0	0	0	0	0
노란색 4번 [유저] 형 노랑 [유저] 5번 분홍 [유저] 6번 회색 [유저] 형 7번 [유저] [유저] 8번 똥색 월량이형 어	1	0	0	0	0	0	0	0
노란색 [유저] 입니다	0	0	1	0	0	0	0	0
노란색 거기 왜 여기 뭐 노란색 열쇠 먹을라고	0	0	1	0	0	0	0	0
노란색 내려봐	0	0	0	0	0	0	0	1
노란색 막아	0	0	1	0	0	0	0	0
노란색 발판까지 갈꺼에요	0	0	1	0	0	0	0	0
노란색 올라와봐	0	0	0	0	0	0	0	1
노란색 이 새끼 몽둥이 가져와	1	0	0	0	0	0	0	0
노란색 정신 차려	0	0	1	0	0	0	0	0
노란색 초록색	0	0	1	0	0	0	0	0
노란색하고 먹고 와 노란색하고 먹고 와	0	0	0	0	0	0	0	1
노랑 노란색 많다	0	0	1	0	0	0	0	0
노랑 노랑 노랑 아니 왜 더 맞았어	0	0	1	0	0	0	0	0
노랑 주황 초록	0	0	1	0	0	0	0	0
노랑아 점프해봐	0	0	0	0	0	0	0	1
노랑이 너무 불안해	0	0	0	0	0	0	0	1
노랑이 멈춰기야	0	0	0	0	0	0	0	1
노렸지 이 새끼	1	0	0	0	0	0	0	0
노린이 일부러 그러지 좀 말라고해 일부러 좀 야 저번에도 깨다가 뭐라고했어	0	0	0	0	0	0	0	1
노약자 성은 저쪽인데 아 뭐야	0	0	0	0	1	0	0	0
노예의 반란 [유저] [유저] 애기 버림받았어	0	0	1	0	0	0	0	0
놀래서 안 돼요	0	0	0	0	0	1	0	0
높이가 열쇠 통과하지 않을까요	0	0	0	0	0	0	0	1
놔 놔 놔라 했다 형이 아 진짜	0	0	0	0	1	0	0	0
