문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean
이거 [유저] 누나가 봐야 되는 거인데 나도 가야 돼	0	0	0	0	0	0	0	0	0	1
빨라지는 거 아니면 쉽지 않아 오케이 [유저] 쉬운데	0	0	0	0	0	0	0	0	0	1
아니 뭐가 나올지 모른다니까 진짜 뭐가 나올지 모르네	0	0	0	0	0	0	0	0	0	1
이 새끼 그냥 야 제발 우리 아아아아악 아 제발 가만	0	0	0	0	0	0	0	0	1	0
아 노란색 띄워줘 노란색 손가락 어떻게 된 거 아니야	0	0	0	0	0	0	0	0	0	1
아니 이것이 공이 안 오다가 갑자기 와버리니까 이것이	0	0	0	0	0	0	0	0	0	1
아니 지금 일반형 비명이 떨어지니까 7번 얘기해줄꺼야	0	0	0	0	0	0	0	0	0	1
아니 중량아 니 왼쪽으로 가 [유저] 가 왼쪽으로 가	0	0	0	0	0	0	0	0	0	1
아유 아유 오케이 굿 이것이 그것이 중요한것이 아니야	0	0	0	0	0	0	0	0	0	1
아니 진짜로 진지하게 묻는 거인데 이거 오래 할 거야	0	0	0	0	0	0	0	0	0	1
멈춰 멈춰 멈춰 제발 멈춰 우리 말은 왜 멈추는거에요	0	0	0	0	0	0	0	0	0	1
앨배다 아니 앨배가 처맞으면 무슨 소리 하시는 거예요	0	0	0	0	0	0	0	0	0	1
저 자식이 열쇠 쳐가지고 가놓고 저 자식이 미친놈이네	0	0	0	0	0	0	0	0	1	0
제발 제발 막 누르지 말고 그냥 한 번 누르고 기다려	0	0	0	0	0	0	0	0	0	1
점프해봐 점프해 아니 멀리서 점프해서 들어오면 되잖아	0	0	0	0	0	0	0	0	0	1
아니 그러니까 건드리면 어떻게 될지 상상을 좀 하라고	0	0	0	0	0	0	0	0	0	1
아 진짜 그것이 문제가 아니라 3명이 들어가야 된다고	0	0	0	0	0	0	0	0	0	1
꿀 발라놔가지고 지금 애들 아무것도 못하고 있습니다	0	0	0	0	0	0	0	0	0	1
아니 여기 중앙을 오른쪽에 세 명 쌓을 생각해야 돼	0	0	0	0	0	0	0	0	0	1
아니 협동을 해보자 제발 방금 시작했는데 끄고 싶다	0	0	0	0	0	0	0	0	1	0
육발 올라가고 한명만 한명만 왼쪽으로 뭐 못해 2번	0	0	0	0	0	0	0	0	0	1
어디서 화를 이 새끼가 빨리 나가 마이크 안되면 안돼	0	0	0	0	0	0	0	0	1	0
아 저거 뭐야 잡고 붙잡고 갈 수 있는 거 아니었어	0	0	0	0	0	0	0	0	0	1
저거부터 야 니 카드가 몇 점인데 범위 하나가 없어	0	0	0	0	0	0	0	0	0	1
제발 야 [유저] 뒤로 들어가 천천히 들어가 천천히	0	0	0	0	0	0	0	0	0	1
니네 어우 진짜 지하 성격 끝판왕 어우 진짜 답답해	0	0	0	0	0	0	0	0	1	0
아 흑장미 흑장미 아니 이 사람한테 게임 안 해봤어	0	0	0	0	0	0	0	0	0	1
야 프로처럼 해보자 프로답게 자 어떻게 하면 되겠어	0	0	0	0	0	0	0	0	0	1
아 여러분들 제가 지금 피가 없어가지고 못 올라가요	0	0	0	0	0	0	0	0	0	1
내가 먹을것이 내가 먹을것이 아니 이렇게 쉬는 거야	0	0	0	0	0	0	0	0	0	1
여기서 아무도 내리지 않은 사람들은 카드를 못 먹어	0	0	0	0	0	0	0	0	0	1
아니 맨 밑은 괜찮은데 위에가 문제야 [유저] 야	0	0	0	0	0	0	0	0	0	1
나 이미 모니터 에 구멍 나 있어 지금 야 뒤질래	0	0	0	0	0	0	0	0	1	0
인마 아니 이 새끼 아니 이 새끼 어떻게 안 갔어	0	0	0	0	0	0	0	0	1	0
아니 무슨 게임에 혈당 스파이크가 있어 미쳐버리네	0	0	0	0	0	0	0	0	1	0
씨 오케이 아니 나 나 태어나자마자 어퍼컵 받았어	0	0	0	0	0	0	0	0	0	1
지금 미친 집중하고 있어 좋아 가만히 있어 비켜줘	0	0	0	0	0	0	0	0	1	0
이제 한국인은 못 깨는 메뉴고 우리 만나기로 했다	0	0	0	0	0	0	0	0	0	1
아 그만 그만 아 그만 미친녀야 내가 그럼 이겨봐	0	0	0	0	0	0	0	0	1	0
야아아아 아니 [유저] 야 나한테 도와줘 던졌어	0	0	0	0	0	0	0	0	1	0
아니 W님 그 순간에 W를 누르는 건 좀 아니죠	0	0	0	0	0	0	0	0	0	1
이런 게임은 한국인은 못 깨는 게임이라고 합니다	0	0	0	0	0	0	0	0	0	1
그렇지말라고 이거다 가자 아니 가돈이가 개웃기네	0	0	0	0	0	0	0	0	0	1
야 잠깐만 이거 근데 이거 우리도 못 가지 않나	0	0	0	0	0	0	0	0	0	1
심의 강도 빡세네 말랑 말랑 말랑 아 빡세 빡세	0	0	0	0	0	0	0	0	0	1
아니야 이거 이거 잠깐만 이거 색깔별로 다 와봐	0	0	0	0	0	0	0	0	0	1
아하하하하하하하하 아니 이걸 먹고 바로 뒤집을까	0	0	0	0	0	0	0	0	0	1
아니 아무것도 안 날렸어 진짜로 어떻게 날렸는데	0	0	0	0	0	0	0	0	0	1
어디로 떨어지는 거야 이 대가리 빡대가리 새끼야	0	0	0	0	0	0	0	0	1	0
아 나 뺨치기 뺨치기 쏘리 쏘리 아니 본인이잖아	0	0	0	0	0	0	0	0	0	1
어이 이그리 이그리 이그리 아이 미친놈아 열어라	0	0	0	0	0	0	0	0	1	0
아니 내가 피하자고 했으면 누가 피하자고 했겠어	0	0	0	0	0	0	0	0	0	1
아이씨 아 이 새끼 아니 이 새끼 아 좀 꺼져봐	0	0	0	0	0	0	0	0	1	0
아니 근데 귀신 진짜 귀신 진짜 개족하게 생겼어	0	0	0	0	0	0	0	0	1	0
여기서 1등 못하면 콜가이즈 접도록 하겠습니다	0	0	0	0	0	0	0	0	0	1
제발 제발 우리 평범한 대사 떨어지지 좀 말자	0	0	0	0	0	0	0	0	0	1
아 진짜 아니 진짜 못하는걸 뭐라고도 못하겠다	0	0	0	0	0	0	0	0	0	1
근데 비행기를 같이 타고와야 들어오는거 아니야	0	0	0	0	0	0	0	0	0	1
아니 왜 날 잡고 가 이 사람아	0	0	0	0	0	0	0	0	0	1
아니 다 움직이는거 같긴 한데 좀 비켜주실래요	0	0	0	0	0	0	0	0	0	1
아니 애들 빨리 깨자매 왜 이렇게 장난 아니야	0	0	0	0	0	0	0	0	0	1
이거 아무도 못 가게 생겼다 씨 닭 죽었습니다	0	0	0	0	0	0	0	0	0	1
어차피 아니 시발 제발 나를 좀 내려놔바	0	0	0	0	0	0	0	0	1	0
아니 이것이 어디서 이 어린 놈의 새끼가 얘는	0	0	0	0	0	0	0	0	1	0
호출은 개 못 타면서 뭐 호출은 내 위에 타봐	0	0	0	0	0	0	0	0	0	1
아까 소리 지르면서 못하겠다고 하시지 않았어요	0	0	0	0	0	0	0	0	0	1
아니 저거 내 아 이거 혼내야 되는 거 아니야	0	0	0	0	0	0	0	0	0	1
아니 여기 밑에 있어야 된다고 아 여기 이렇게	0	0	0	0	0	0	0	0	0	1
이 새끼들 가만히 있어라 좀 제발 할 수 있다	0	0	0	0	0	0	0	0	1	0
미친 개 아악 가자 가자	0	0	0	0	0	0	0	0	1	0
아니 근데 점프 점프해서 막 계단 안 해도 돼	0	0	0	0	0	0	0	0	0	1
아니 씨발 벽에다가 한 번도 못 쏜 거야 저거	0	0	0	0	0	0	0	0	1	0
아니 게임을 많이 이거 안해봐서 맵도 몰라요	0	0	0	0	0	0	0	0	0	1
아니 아직 영상 시작한 지 16분도 안 됐어	0	0	0	0	0	0	0	0	0	1
잠깐만요 아니 좀 일로 와 그만하고 일로 와	0	0	0	0	0	0	0	0	0	1
아니 시작부터 좀 지랄 좀 하지 마 빨리 와	0	0	0	0	0	0	0	0	1	0
어차피 아 나 답답한 새끼가 그냥 방해꾼인가	0	0	0	0	0	0	0	0	1	0
와 아무도 개새끼리 뭐 생각을 못하나 그냥	0	0	0	0	0	0	0	0	1	0
멈추지 말고 아 제발 오케이 뭐 어 괜찮아	0	0	0	0	0	0	0	0	0	1
달려 아니 달려 왜 혼자 달리는 줄 알았지	0	0	0	0	0	0	0	0	0	1
이것이 점 따고 다 그거 좋은 거 아니에요	0	0	0	0	0	0	0	0	0	1
아니 나는 보라색이 없어야 점프할 수 있어	0	0	0	0	0	0	0	0	0	1
가끔씩 이겨나갔는데 뭔가 한 번도 못 썼네	0	0	0	0	0	0	0	0	0	1
아 근데 A가 방금은 더 큰 잘못이었잖아요	0	0	0	0	0	0	0	0	0	1
뒤에가 못 움직여 아니야 앞에 움직여도 돼	0	0	0	0	0	0	0	0	0	1
화는 안내는데 답답하긴 하다 5번 [유저]	0	0	0	0	0	0	0	0	1	0
아니 나 이런 버러지들이랑 게임 더 하겠네	0	0	0	0	0	0	0	0	1	0
이거 어떻게 하는거인데 아니 여기 못올라가	0	0	0	0	0	0	0	0	0	1
아니 지금 씨 쟤는 체력이 너무 없어가지구	0	0	0	0	0	0	0	0	0	1
이거 남 탓을 못 해서 좀 그런데	0	0	0	0	0	0	0	0	0	1
그럼 밑에만 숨을 아니 와아 아니 왜 그래	0	0	0	0	0	0	0	0	0	1
미친 콩콩 새끼 나 이거 이거 천천히 가자	0	0	0	0	0	0	0	0	1	0
제발 제발 아 내가 왼쪽으로 가면 안되겠다	0	0	0	0	0	0	0	0	0	1
나오지마 아아아아아악 미친 25분만에 깼어	0	0	0	0	0	0	0	0	1	0
각자 다 맞추고 여기 숨자 아니 야 뭐해	0	0	0	0	0	0	0	0	0	1
갑자기 피해주고 아니 [유저] 야 나와봐	0	0	0	0	0	0	0	0	0	1
상자를 아니야 한 명이 낙오대지않아 누가	0	0	0	0	0	0	0	0	0	1
아니 아니 여기서 점프하라고 이렇게 뭐야	0	0	0	0	0	0	0	0	0	0
내가 먼저 때리긴 했지만 네가 못 피했다	0	0	0	0	0	0	0	0	0	1
아니 어떻게 하면 그렇게 못할 수가 있어	0	0	0	0	0	0	0	0	1	0
저거 붙잡고 날아갈 수 있는 거 아니었어	0	0	0	0	0	0	0	0	0	1
아 싸발 개 빡치네 어디로 떨어지는 거야	0	0	0	0	0	0	0	0	1	0
야 이거 다주가 개 똥 싸놔서 이거 못해	0	0	0	0	0	0	0	0	1	0
아니 깜빡거리면 안돼 깜빡거릴때 멈춰야돼	0	0	0	0	0	0	0	0	0	1
아니 아니 저것이 그 찡그리면 죽을 거야	0	0	0	0	0	0	0	0	0	1
자기 점수 아니 왜 자꾸 바로 밟는 거야	0	0	0	0	0	0	0	0	0	1
아니 여기 위에 올라갔다가 점프해봐 여기	0	0	0	0	0	0	0	0	0	1
시간 초과 아니 [유저] 와 욕할뻔 했다	0	0	0	0	0	0	0	0	0	1
아니 비켜봐 비켜봐 사봐봐 사봐봐 사봐봐	0	0	0	0	0	0	0	0	0	1
아니 잘하는 사람들이 하니까 재밌다 이거	0	0	0	0	0	0	0	0	0	1
아 나 근데 나 진짜 나 진짜 하기 싫어	0	0	0	0	0	0	0	0	1	0
아니 점프를 제자리에서 해야 되지 않을까	0	0	0	0	0	0	0	0	0	1
아니 아니 아니 서로가 발판이 되는 거지	0	0	0	0	0	0	0	0	0	1
빨리 지나가 자 애기만 지나갈수 있습니다	0	0	0	0	0	0	0	0	0	1
야 하나를 놓치면 게임 끝나는거 아니겠지	0	0	0	0	0	0	0	0	0	1
아니 씨발 아래있는 새끼들 아 모르겠다	0	0	0	0	0	0	0	0	1	0
아니 W W랑 S는 존나 잘하고 있는데	0	0	0	0	0	0	0	0	0	1
아니 왜 상생각을 안 하면서 게임하냐고	0	0	0	0	0	0	0	0	0	1
애기 기술 좋아졌어 애기 기술 좋아졌어	0	0	0	0	0	0	0	0	0	1
실수로 누르지 마라 누나가 떨어트려줘요	0	0	0	0	0	0	0	0	0	1
아 주학년때 진짜 아니 주학년때 기다려	0	0	0	0	0	0	0	0	0	1
아니 그냥 형은 위에서 안 움직이면 돼	0	0	0	0	0	0	0	0	0	1
야 누구 한 명이 안 누르는 거 아니야	0	0	0	0	0	0	0	0	0	1
아니 나 방해 아니 나 방해 많이 했어	0	0	0	0	0	0	0	0	0	1
이거는 솔직히 장난이 아니라 실력이잖아	0	0	0	0	0	0	0	0	0	1
나 탱크손 던질것이 공룡이 못 맞췄어요	0	0	0	0	0	0	0	0	0	1
야 제발 너 움직여 야 너 움직여 오야	0	0	0	0	0	0	0	0	0	1
그냥 나보고 괴물이라고 그런 거 아니야	0	0	0	0	0	0	0	0	0	1
아 이거 [유저] 다음에 화살표 아니다	0	0	0	0	0	0	0	0	0	1
아니 6번이 맨 위로 올라가게 해보세요	0	0	0	0	0	0	0	0	0	1
아니면 고양이 8마리 키우면 이런 느낌	0	0	0	0	0	0	0	0	0	1
아니 그것이 하하하 그니까 문을 와있지	0	0	0	0	0	0	0	0	0	1
씁쓸 그것이 어떻게 그런 뜻이 아니에요	0	0	0	0	0	0	0	0	0	1
아니 근데 [유저] 똥 게임 개 잘 해	0	0	0	0	0	0	0	0	1	0
앞으로 좀만 더가게 해도 됐던거 아니야	0	0	0	0	0	0	0	0	0	1
맞는 말 이긴 해 [유저] 가 아니었어	0	0	0	0	0	0	0	0	0	1
아니 눌러봤자 우리 금방 깰 것 같거든	0	0	0	0	0	0	0	0	0	1
제발 제발 제발 저 새끼만 아니면 돼	0	0	0	0	0	0	0	0	1	0
너는 거짓말 1점 2점 당신이 정답이죠	0	0	0	0	0	0	0	0	0	1
얘 얘 얘 잠깐만 잠깐 저거 못 먹었어	0	0	0	0	0	0	0	0	0	1
아니 그냥 위에 아니 좀만 가면 되잖아	0	0	0	0	0	0	0	0	0	1
아니 [유저] 이 넌 가만히 있어도 돼	0	0	0	0	0	0	0	0	0	1
아니 이 새끼 내가 어딜 가든 따돌렸다	0	0	0	0	0	0	0	0	1	0
한명씩 저거 밟고 있어야 되는거 아니야	0	0	0	0	0	0	0	0	0	1
아니 잠깐잠깐잠깐 이루가 아닌거 같은데	0	0	0	0	0	0	0	0	0	1
아니 저 새끼 나보고 웃고있어	0	0	0	0	0	0	0	0	1	0
근데 이거 한 번 박으면 못 빼나 보다	0	0	0	0	0	0	0	0	0	1
뭐 약간 힌트 같은 거 있는 거 아니야	0	0	0	0	0	0	0	0	0	1
아 진짜 딜빡딜하고 같이 게임 못하겠네	0	0	0	0	0	0	0	0	0	1
목소리가 너무 무서워서 못 들어가겠어요	0	0	0	0	0	0	0	0	0	1
아니 미리 해오시는 거 약간 킹받네요	0	0	0	0	0	0	0	0	1	0
다음 다음 윤효 제발 윤효야 제발 가	0	0	0	0	0	0	0	0	0	1
아니 야 일단 계단을 야 아니 비켜봐	0	0	0	0	0	0	0	0	0	1
아 누워라고 이 새끼야 어떻게 나가요	0	0	0	0	0	0	0	0	1	0
아니 저 새끼는 저거 아 나 미치겠네	0	0	0	0	0	0	0	0	1	0
아니 저 새끼가 뭐라 그랬지	0	0	0	0	0	0	0	0	1	0
아니 이거 다 밟아야되요 열쇠 주세요	0	0	0	0	0	0	0	0	0	1
아우 잠깐만 아니 나는 잘 하고 있어	0	0	0	0	0	0	0	0	0	1
애기야 여기도 못 올라오는 거 아니지	0	0	0	0	0	0	0	0	0	1
아니 그냥 점프해서 닿으면 어떻게 돼	0	0	0	0	0	0	0	0	0	1
아 이기지 못하면 더점수를 못먹는구나	0	0	0	0	0	0	0	0	0	1
잠깐만 잠깐만 이거 키는 못바꾸나봐요	0	0	0	0	0	0	0	0	0	1
오케이 [유저] 아니 미친 거 아니야	0	0	0	0	0	0	0	0	1	0
빨리 나가 빨리 나가 가자 빙고 이야	0	0	0	0	0	0	0	0	0	1
근데 앞에 저 오빠 있어야 돼 못해서	0	0	0	0	0	0	0	0	0	1
이 정도는 뭐 지금 그냥 장난 아니지	0	0	0	0	0	0	0	0	0	1
참고로 아 벽에 붙어있는데 왜 못 쏴	0	0	0	0	0	0	0	0	0	1
아유 또 연결 끊기 와 게임이 끝났어	0	0	0	0	0	0	0	0	0	1
아니 하하하하하하하하 아이씨 아 뭐야	0	0	0	0	0	0	0	0	0	1
아니 근데 그냥 밀면 되는 거 아니야	0	0	0	0	0	0	0	0	0	1
아 네가 더 와야 된다고 이 미친놈아	0	0	0	0	0	0	0	0	1	0
난 좀 가만히 있지 못한 성격이긴 해	0	0	0	0	0	0	0	0	0	1
나 이제 8인 협동 안 할래	0	0	0	0	0	0	0	0	1	0
그럼 가운데로 딱 내려갈 거 아니야	0	0	0	0	0	0	0	0	0	1
누가 [유저] 해 아니 잘못 눌렀어	0	0	0	0	0	0	0	0	0	1
아니야 아니야 아니야 안 큰일 났어	0	0	0	0	0	0	0	0	0	1
아니 미친 이거 몇 라운드까지 있지	0	0	0	0	0	0	0	0	1	0
아니 나도 잠깐 망설여져서 그랬어요	0	0	0	0	0	0	0	0	0	1
개 같은 것들 진짜 아니 왜 저럴까	0	0	0	0	0	0	0	0	1	0
아니 이것이 바로 반응하기가 힘들어	0	0	0	0	0	0	0	0	0	1
아니 게임을 왜 이렇게 못해 얘들아	0	0	0	0	0	0	0	0	1	0
누나가 머리로 막아봐 그 길을 내가	0	0	0	0	0	0	0	0	0	1
안으로 아니 이새끼 만남 뼈 떼길면	0	0	0	0	0	0	0	0	1	0
아니 근데 이거 이것이 제일 어려워	0	0	0	0	0	0	0	0	0	1
말 빡대가리야 스페이스를 길게 눌러	0	0	0	0	0	0	0	0	1	0
[유저] 님 아니 아니 아니 왜 쏴	0	0	0	0	0	0	0	0	0	1
어떤 개새끼 못 배워 처먹은 새끼가	0	0	0	0	0	0	0	0	1	0
아니 왜 이렇게 앞으로 바짝 붙이냐	0	0	0	0	0	0	0	0	0	1
아니 아니 점프하면서 내려가야 된다	0	0	0	0	0	0	0	0	0	1
여러분들 제가 답답한 척 안 할게요	0	0	0	0	0	0	0	0	0	1
나가면 돼 개꿀 빨았다 개꿀 빨았어	0	0	0	0	0	0	0	0	0	1
아이고 아이고 어어 어디로 떨어졌어	0	0	0	0	0	0	0	0	0	1
아니 근데 왜 이렇게 한숨을 쉬세요	0	0	0	0	0	0	0	0	0	1
아 이거 아니면은 잠깐만 여기 봐봐	0	0	0	0	0	0	0	0	0	1
아니 이것이 아 왜 두대만지면 죽네	0	0	0	0	0	0	0	0	0	1
아니 아까 우리 어떻게 통과한 거야	0	0	0	0	0	0	0	0	0	1
앞에서 아니 저 사람들이 제일 못해	0	0	0	0	0	0	0	0	1	0
왜 저렇게 다 나가지고 저렇게 됐어	0	0	0	0	0	0	0	0	0	1
아니 이거 AD 깔짝깔짝하고 왔어요	0	0	0	0	0	0	0	0	0	1
아니 이거를 아래에다 내리면 되잖아	0	0	0	0	0	0	0	0	0	1
제발 노랑아 제발 가만히 좀 침착해	0	0	0	0	0	0	0	0	0	1
아니 [유저] 식 늙어가지고 못하네	0	0	0	0	0	0	0	0	1	0
아까 한번 박으니깐 못되지 않았어요	0	0	0	0	0	0	0	0	0	1
아니요 아래로 너무 내려가면 안 돼	0	0	0	0	0	0	0	0	0	1
돌빡이 돌빡이에서 계속 돌빡이라고요	0	0	0	0	0	0	0	0	0	1
여기 아니 여기 진짜 자리 개졌네	0	0	0	0	0	0	0	0	0	1
망했다 지그시 좀 때리면 안 될까	0	0	0	0	0	0	0	0	0	1
아니 아니 이러면 안 되지 않을까	0	0	0	0	0	0	0	0	0	1
이거 나쁜 이거 이거 잘못된 거지	0	0	0	0	0	0	0	0	0	1
어 뭐가 이상하다 매력이 달라졌어	0	0	0	0	0	0	0	0	0	1
제발 야 나 점점 어디로 떨어지냐	0	0	0	0	0	0	0	0	0	1
게임 시작을 지금 하나도 못 했어	0	0	0	0	0	0	0	0	0	1
아니 내가 쐈는데 왜 탈 수 없어	0	0	0	0	0	0	0	0	0	1
제발 그냥 찔려	0	0	0	0	0	0	0	0	1	0
이거 이 연못 때문에 지은 거잖아	0	0	0	0	0	0	0	0	0	1
나 요기다 이렇게 미친 새키 왔네	0	0	0	0	0	0	0	0	1	0
아니 그냥 가면 돼 그냥 가면 돼	0	0	0	0	0	0	0	0	0	1
아니 이거 밀고 가 재밌게 해줄까	0	0	0	0	0	0	0	0	0	1
[유저] 씨 내려오시고 나 아니야	0	0	0	0	0	0	0	0	0	1
오케이 아니 방금 방금 개 잘했어	0	0	0	0	0	0	0	0	0	1
저 아 이건 억까 인정 왜 다 와	0	0	0	0	0	0	0	0	0	1
어떻게든 욕하고 싶은 거 아니에요	0	0	0	0	0	0	0	0	0	1
아 진짜 수딩은 그냥 게임을 못해	0	0	0	0	0	0	0	0	1	0
자 여기서 밟으면 진짜 미친 거지	0	0	0	0	0	0	0	0	1	0
그럼 여덟 명이 안되면 못하잖아요	0	0	0	0	0	0	0	0	0	1
너 이 새끼 조는 거 아니야 회색	0	0	0	0	0	0	0	0	1	0
몰래 나와 몰래 나와 몰래 아니야	0	0	0	0	0	0	0	0	0	1
아니야 3명 가서 먹고 와 먹혔네	0	0	0	0	0	0	0	0	0	1
아니 이거 그냥 압축하면 안 돼	0	0	0	0	0	0	0	0	0	1
아니야 가보자 게이지 찰 때 가	0	0	0	0	0	0	0	0	0	1
미안 아저씨는 수영을 못해 누나	0	0	0	0	0	0	0	0	0	1
아니 [유저] 이가 버리고 갔어	0	0	0	0	0	0	0	0	0	1
여기서 발 잘못 디디면은 조진다	0	0	0	0	0	0	0	0	1	0
다음 또 패턴이 있을 거 아니야	0	0	0	0	0	0	0	0	0	1
아니 [유저] 씨는 잘못이 없어	0	0	0	0	0	0	0	0	0	1
아 꺼져라는 척 아 잘못 왔잖아	0	0	0	0	0	0	0	0	1	0
아니 이거 좀 준비되면 안 될까	0	0	0	0	0	0	0	0	0	1
빨리빨리 가줘야지 갈 거 아니야	0	0	0	0	0	0	0	0	0	1
머리 올려놔 머리 올려놨어 제발	0	0	0	0	0	0	0	0	0	1
오케이 점프해 가야되는거 아니야	0	0	0	0	0	0	0	0	0	1
아니 근데 방패가 안 막아주는데	0	0	0	0	0	0	0	0	0	1
나 [유저] 아니라고 이 자식아	0	0	0	0	0	0	0	0	1	0
아 진짜 너구리야 제발 하지 마	0	0	0	0	0	0	0	0	0	1
저거 아 잠깐만 아 나 잘못났다	0	0	0	0	0	0	0	0	0	1
아니 무기 드니까 형이라 그러네	0	0	0	0	0	0	0	0	0	1
한 방에 가도 되겠다 아니 뭐해	0	0	0	0	0	0	0	0	0	1
아 나 진짜 이거 못 버티겠는데	0	0	0	0	0	0	0	0	0	1
이정도면 돼 밀면 되는거 아니야	0	0	0	0	0	0	0	0	0	1
아니 아니 우리 위로 막아줘야지	0	0	0	0	0	0	0	0	0	1
나 나 나 누나가 아래에 있어봐	0	0	0	0	0	0	0	0	0	1
계단으로 쌓아야 되는 거 아니야	0	0	0	0	0	0	0	0	0	1
[유저] 씨 욕하려던 거 아니죠	0	0	0	0	0	0	0	0	0	1
아니 [유저] 정신 차리라고 해	0	0	0	0	0	0	0	0	0	1
아 나 이거 진짜 못 버티겠는데	0	0	0	0	0	0	0	0	0	1
아 잠깐만 아아 잠깐만 끝났는데	0	0	0	0	0	0	0	0	0	1
아뇨 아뇨 아뇨 미친 개새 이어	0	0	0	0	0	0	0	0	1	0
아무도 못 먹어 아무도 못 먹어	0	0	0	0	0	0	0	0	0	1
나 이거 진짜 나 오늘 잠 못자	0	0	0	0	0	0	0	0	0	1
아니 7번 5번 또 지랄 죽이네	0	0	0	0	0	0	0	0	1	0
진짜 아니 아이고 치매 이슈예요	0	0	0	0	0	0	0	0	0	1
제발 넘어 가 이 강아지 새끼야	0	0	0	0	0	0	0	0	1	0
오 쓰레기 같은 놈들 다 아니죠	0	0	0	0	0	0	0	0	1	0
왜 깝쳐	0	0	0	0	0	0	0	0	1	0
그 말 갓 태어난 망아지 아니야	0	0	0	0	0	0	0	0	0	1
[유저] 가 내 혈압을 찢었다고	0	0	0	0	0	0	0	0	1	0
누나 누나 거기 구멍에 뱉어봐요	0	0	0	0	0	0	0	0	0	1
나는 이거 못하면 말이 안 된다	0	0	0	0	0	0	0	0	0	1
머리에 있지마 점프 못 뛰잖아	0	0	0	0	0	0	0	0	0	1
벌써 내려오고 미친놈들 다니고	0	0	0	0	0	0	0	0	1	0
아니 이거 어떻게 하는 거에요	0	0	0	0	0	0	0	0	0	1
야 [유저] 이상한 거 아니야	0	0	0	0	0	0	0	0	0	1
제발 야 잠깐만 도끼야 보냈다	0	0	0	0	0	0	0	0	0	1
왜 게이지 관리를 못하는 거야	0	0	0	0	0	0	0	0	0	1
아니 왜 자꾸 따닥 눌러 간다	0	0	0	0	0	0	0	0	0	1
아니 딴 걸 빨리빨리 해줘야지	0	0	0	0	0	0	0	0	0	1
자랑하고 자랑하는 것이 아니라	0	0	0	0	0	0	0	0	0	1
기다려 하나는 화가 나지 않아	0	0	0	0	0	0	0	0	0	1
아 진짜 와 진짜 아니 게이지	0	0	0	0	0	0	0	0	0	1
아니 이것도 못 넘으면 어떡해	0	0	0	0	0	0	0	0	0	1
아니 진짜 밀린 거라고 저거는	0	0	0	0	0	0	0	0	0	1
저도 오 미친 아기가 되야되요	0	0	0	0	0	0	0	0	1	0
아니 이거 단순 누르고 있어봐	0	0	0	0	0	0	0	0	1	0
아니 이거 왜 뒤로 가는 거야	0	0	0	0	0	0	0	0	1	0
아 이거를 누나가 머리 막아줘	0	0	0	0	0	0	0	0	1	0
아니 생각해 닿으면 안 된다고	0	0	0	0	0	0	0	0	1	0
아니 이렇게 들어가면 되는구나	0	0	0	0	0	0	0	0	0	1
관심 받으려고 한 건 아니잖아	0	0	0	0	0	0	0	0	0	1
아직 1단계도 못 간 상황입니다	0	0	0	0	0	0	0	0	0	1
아니 난 사탕을 석탄으로 버려	0	0	0	0	0	0	0	0	0	1
어허 아니 점프를 하지말고 가	0	0	0	0	0	0	0	0	0	1
좀 멈추라고하니까 진짜 못한다	0	0	0	0	0	0	0	0	1	0
빨리 아니 이건 어쩔 수 없어	0	0	0	0	0	0	0	0	0	1
아니 야 저거 무조건 해야 돼	0	0	0	0	0	0	0	0	0	1
아니 얘 죽었어 같이 가야 돼	0	0	0	0	0	0	0	0	0	1
게임 망하기 싫으면 끌어올려요	0	0	0	0	0	0	0	0	0	1
저것은 초코넛이니까 난 못 가	0	0	0	0	0	0	0	0	0	1
나 우리끼리 싸우는 거 아니야	0	0	0	0	0	0	0	0	0	1
아 체인 없으면 못 가나 혹시	0	0	0	0	0	0	0	0	0	1
아니 안 봐도 아니 위에 꼈다	0	0	0	0	0	0	0	0	0	1
너무 못하니까 약간 못눌리겠다	0	0	0	0	0	0	0	0	1	0
아니 밑으로 해서 가면 되잖아	0	0	0	0	0	0	0	0	0	1
아니 그 블럭은 안 뿌셔도 돼	0	0	0	0	0	0	0	0	0	1
5번 아니 6번이 있어서 못감	0	0	0	0	0	0	0	0	0	1
아니 A를 누르는 사람이 잘못	0	0	0	0	0	0	0	0	1	0
아니야 아니야 이거 밟아줘야돼	0	0	0	0	0	0	0	0	0	1
야 한 명은 연못을 물었어야지	0	0	0	0	0	0	0	0	0	1
크게 해서 하면 못 지나가잖아	0	0	0	0	0	0	0	0	0	1
진짜 저희까지 가지도 못하겠다	0	0	0	0	0	0	0	0	0	1
아니 핵폭탄은 막아줘야 되잖아	0	0	0	0	0	0	0	0	0	1
아니 의문 갖지 말고 일단 깨	0	0	0	0	0	0	0	0	0	1
아 진짜 아니라고 아니 괜찮아	0	0	0	0	0	0	0	0	0	1
아니 이 아래 깔짝 아니였어요	0	0	0	0	0	0	0	0	0	1
아니 [유저] 씨가 잡아당겼어	0	0	0	0	0	0	0	0	0	1
한 번에 맞췄으면 좋겠다 제발	0	0	0	0	0	0	0	0	0	1
우리 아니 또 왜 돌리는 거야	0	0	0	0	0	0	0	0	0	1
아니 왜 이렇게 아시작을 안해	0	0	0	0	0	0	0	0	0	1
